Taste,Aluminum,Fluoride,Fizziness
53.128,79.478,88.584,62.029
55.325,71.754,92.730,52.371
46.746,68.082,89.801,57.610
48.056,77.282,86.653,56.989
44.280,68.724,87.095,62.946
53.875,83.204,101.739,52.857
55.031,67.958,83.999,55.696
60.608,84.333,86.241,58.735
51.751,75.712,87.145,65.993
44.139,76.286,97.265,60.555
42.993,76.581,89.109,57.587
51.291,69.893,89.496,55.636
45.012,70.484,88.248,62.206
43.103,69.574,89.166,49.854
58.280,77.863,79.320,68.096
52.905,83.128,90.983,61.250
57.409,73.636,90.840,63.778
48.221,78.667,80.804,60.899
43.375,72.609,81.455,55.529
46.837,77.921,80.495,60.530
48.550,68.227,90.378,68.430
45.566,75.918,92.898,61.219
47.238,81.458,93.897,56.804
48.928,78.995,87.523,56.559
55.744,67.852,91.773,63.418
52.059,85.113,91.239,67.112
43.327,72.507,83.150,64.878
48.090,79.344,95.180,65.442
52.309,82.697,96.184,56.913
49.060,72.161,72.909,61.744
52.264,71.396,91.718,58.228
40.755,66.769,85.356,60.644
47.655,76.091,91.703,62.338
54.444,81.541,91.818,56.597
51.050,76.765,93.081,60.056
56.299,67.678,94.477,56.940
50.577,70.906,96.360,58.804
50.099,77.414,89.843,60.649
51.670,79.996,93.034,62.310
49.559,71.985,78.966,56.002
45.529,72.186,86.654,68.739
48.809,70.739,93.067,60.554
47.033,80.050,91.916,54.860
58.627,75.320,88.428,54.400
42.300,70.979,93.707,61.365
51.876,80.172,83.299,55.695
44.591,79.234,84.018,62.267
47.162,72.269,92.477,62.145
47.479,76.376,89.392,60.552
42.435,82.737,88.855,62.350
51.406,81.492,87.077,70.211
56.676,73.280,92.331,63.719
44.114,79.117,84.244,58.155
44.253,77.941,89.561,60.448
49.335,70.425,85.705,62.864
45.329,74.101,87.054,58.206
49.402,75.230,94.820,67.152
46.574,80.395,90.581,65.701
59.235,70.353,80.209,70.466
42.105,70.915,77.394,55.636
51.873,80.665,93.600,54.328
45.444,76.084,95.045,57.463
54.511,71.817,83.055,65.403
51.521,68.591,91.868,58.112
50.192,70.495,93.248,63.305
53.652,82.789,83.669,60.275
45.675,75.787,92.006,50.995
65.690,75.242,92.692,61.282
46.073,79.840,93.713,63.214
54.831,74.835,88.306,58.355
50.689,74.436,88.604,54.895
55.263,67.274,88.802,70.151
46.445,78.439,95.153,60.555
60.383,80.193,86.724,59.074
51.496,79.290,91.478,57.952
59.610,72.596,95.772,66.558
52.667,77.463,83.486,51.547
56.165,68.226,91.435,57.875
48.781,75.678,91.909,57.640
46.689,69.445,92.512,55.923
49.197,80.243,90.849,64.857
56.811,74.396,88.816,54.185
58.675,74.188,96.796,53.319
53.048,72.847,86.973,59.745
50.928,75.602,94.216,57.840
58.194,78.473,83.706,58.121
53.578,72.248,80.917,67.577
48.651,66.518,94.386,58.860
47.111,71.881,88.269,59.513
47.189,80.575,92.692,57.406
43.716,69.964,87.031,51.466
56.697,77.207,92.200,62.650
49.052,87.093,85.575,60.058
48.858,71.284,93.074,59.604
49.425,75.626,89.979,52.628
53.231,80.097,86.604,51.786
52.799,74.493,85.589,61.343
43.394,74.097,86.648,60.816
46.100,82.593,91.234,57.780
44.536,72.585,89.403,63.586
50.384,70.854,86.034,65.404
50.698,66.489,92.230,69.404
53.308,69.317,85.630,59.670
54.867,65.313,88.160,61.863
45.431,74.628,94.927,60.069
41.440,74.030,89.189,61.396
54.017,81.161,90.047,50.436
54.531,81.971,92.422,68.429
47.463,76.189,83.731,60.722
46.469,65.840,91.603,60.051
50.466,75.010,87.441,67.431
47.217,75.782,100.019,53.086
53.815,86.736,89.839,59.298
40.526,74.508,96.083,69.989
50.058,72.820,86.456,63.085
60.391,61.829,87.613,57.412
44.407,73.190,89.609,52.356
51.640,65.166,91.561,58.230
50.354,73.437,87.373,56.138
48.590,70.321,93.049,62.872
41.523,81.854,89.634,57.301
47.684,78.605,89.690,53.110
52.089,66.046,95.311,64.226
46.547,83.465,93.389,54.654
50.747,72.104,83.888,60.014
50.469,79.661,85.771,51.870
48.240,79.342,92.243,63.995
54.542,71.545,91.164,59.641
52.708,74.235,86.447,61.917
47.389,75.964,88.917,57.787
47.253,78.503,91.641,60.889
48.936,87.592,97.091,63.861
50.740,74.381,81.901,65.500
54.235,80.550,89.001,59.381
52.867,73.270,95.553,63.468
61.531,79.787,92.544,63.671
53.809,72.184,87.210,69.153
46.139,76.567,89.811,64.113
49.603,80.089,87.173,58.704
56.325,71.889,84.183,63.099
49.979,75.643,91.564,63.139
43.542,80.730,86.706,56.423
52.776,74.270,91.031,52.897
50.289,74.440,86.194,58.514
51.721,73.292,83.982,62.968
50.610,68.864,87.544,60.088
54.933,72.629,83.026,60.881
51.509,79.800,93.746,63.262
45.935,80.215,92.152,63.347
53.724,73.513,92.701,56.761
48.223,75.206,106.282,60.863
49.571,76.673,98.119,61.916
48.585,71.252,99.520,57.803
50.122,78.976,97.188,57.602
54.023,78.179,96.933,59.908
52.015,70.300,89.568,53.016
51.286,76.173,87.722,52.232
42.898,79.865,86.989,55.230
55.704,81.374,89.788,61.761
57.873,77.114,87.880,58.672
49.306,73.900,86.694,60.121
48.753,66.821,84.599,57.595
45.349,81.691,93.960,53.165
44.983,84.558,88.156,58.414
45.313,76.691,89.380,60.103
51.276,82.657,94.913,54.573
45.336,80.811,96.126,56.426
46.629,81.660,95.678,59.395
49.428,71.101,91.515,65.206
54.839,75.966,86.269,60.133
48.671,79.092,85.605,67.070
48.626,76.434,87.865,54.177
49.640,69.510,89.195,56.081
48.603,76.888,86.352,55.885
49.319,74.866,83.323,57.118
56.543,76.377,87.862,59.772
47.147,79.942,89.820,66.286
54.048,76.141,92.962,61.158
54.279,70.788,89.202,69.755
41.557,76.775,92.498,59.770
54.038,71.143,93.973,54.524
45.309,71.746,92.103,46.871
53.218,72.753,85.726,57.054
42.689,74.067,86.799,59.648
47.121,74.033,80.052,50.081
51.146,80.065,89.966,66.275
40.537,69.318,93.268,61.359
54.275,66.153,85.119,58.019
51.350,69.921,83.915,63.293
42.271,84.442,81.219,64.905
50.986,68.003,98.910,58.516
49.601,79.847,98.458,55.590
49.924,72.837,91.596,63.387
56.461,75.825,84.476,65.128
48.473,85.846,88.477,60.118
61.299,71.605,86.907,59.734
46.592,81.691,92.854,63.695
60.367,74.144,90.822,65.973
53.983,84.805,98.504,58.277
50.005,76.556,85.108,58.460
54.494,73.743,97.087,57.317
56.454,71.129,90.842,57.702
44.349,67.493,87.791,61.943
48.329,70.820,85.679,55.636
46.226,64.424,86.060,55.622
56.082,76.994,92.078,57.865
53.189,75.801,93.074,63.398
37.274,74.788,94.260,55.346
47.648,77.828,96.803,56.673
51.579,77.600,88.940,57.732
49.728,82.064,86.782,61.955
54.312,69.379,88.165,61.177
45.623,74.668,86.939,60.781
53.749,78.917,87.948,65.449
49.861,68.018,89.514,61.205
45.680,69.433,93.844,57.747
55.772,84.925,92.194,64.622
54.349,70.084,94.283,51.538
53.664,73.665,91.539,61.103
47.760,72.333,83.720,63.730
49.031,78.270,87.090,61.234
45.003,75.431,90.868,56.299
55.399,82.480,85.453,61.594
49.909,68.961,86.972,60.174
47.269,72.835,84.455,59.024
54.405,78.423,93.583,57.312
44.492,79.273,90.231,62.950
47.335,66.985,90.230,65.060
46.708,78.370,88.858,69.370
47.142,69.754,86.276,60.998
49.195,77.792,98.675,54.595
50.631,74.303,77.430,53.010
45.550,72.770,83.212,62.186
47.502,76.738,88.866,66.519
61.666,77.604,91.911,69.956
48.442,81.090,95.556,61.115
45.225,72.568,89.031,57.563
43.022,71.417,86.372,62.602
58.679,72.939,90.223,59.096
44.252,73.328,103.311,57.065
43.963,68.931,87.681,61.517
56.754,69.426,88.054,55.760
47.698,80.759,88.431,65.509
45.087,75.108,90.800,58.486
49.243,66.393,91.547,54.031
50.420,81.243,86.750,54.480
52.029,72.894,91.818,59.922
55.268,86.611,89.517,57.521
40.471,83.890,85.116,76.219
47.087,82.459,96.330,65.228
52.244,81.199,101.182,59.614
59.955,74.128,92.516,74.595
55.259,78.102,97.554,51.651
53.350,79.597,91.978,62.456
42.429,75.087,84.867,56.054
107.328,93.302,91.578,85.838
99.532,97.151,88.632,92.385
84.179,101.062,92.675,88.889
95.288,99.542,97.299,93.732
86.714,88.515,101.497,86.122
100.368,84.222,90.449,92.541
86.419,93.862,93.822,90.186
92.233,91.676,105.220,93.345
85.533,91.429,95.050,88.173
87.211,93.740,88.733,90.152
91.245,89.032,91.880,83.868
94.156,92.298,88.224,90.026
87.549,88.122,82.652,92.910
96.779,81.179,91.111,94.591
93.512,79.997,88.194,90.545
98.893,93.439,90.378,88.374
88.290,98.164,87.625,86.966
91.929,95.123,80.795,85.459
88.852,88.489,95.796,79.423
95.430,89.884,90.752,91.915
86.530,97.868,96.308,88.560
80.236,86.563,91.366,84.108
85.932,84.517,84.705,91.477
94.873,92.307,80.003,94.035
93.722,90.536,89.878,88.807
99.073,95.959,93.882,94.671
86.565,83.456,98.793,85.475
94.301,86.719,89.985,93.706
91.273,100.844,86.056,87.936
86.479,98.174,92.981,89.539
92.004,89.476,99.007,98.321
90.831,87.323,92.071,90.585
89.315,83.892,94.573,86.554
86.897,92.902,89.447,89.746
90.951,88.230,91.925,92.596
87.410,86.533,84.378,87.380
80.823,85.407,81.059,92.263
85.373,92.948,79.643,85.936
91.116,86.532,89.009,83.767
89.609,89.963,94.587,102.696
82.873,96.158,79.716,82.214
92.861,82.976,103.842,92.596
88.005,77.847,90.410,92.729
93.998,90.262,86.949,91.611
88.603,89.847,87.886,89.675
93.456,98.316,89.184,97.112
88.077,92.395,88.749,86.922
89.549,96.467,85.158,84.110
89.694,95.029,90.124,93.759
93.205,90.283,87.026,93.471
92.648,95.420,86.122,90.435
87.183,92.811,89.059,88.301
82.084,87.747,78.364,95.733
86.144,100.846,94.838,92.264
86.577,92.487,93.818,89.872
90.324,90.169,79.408,92.449
89.539,95.310,87.471,78.991
86.421,91.238,84.930,93.334
77.700,93.990,90.876,81.017
93.071,91.299,84.655,91.598
84.947,92.959,86.833,96.026
78.456,86.618,81.218,102.316
94.586,86.058,99.598,86.355
93.444,95.169,84.529,91.850
87.149,93.499,89.132,76.605
95.320,91.143,98.558,96.949
93.472,88.736,91.888,83.060
88.092,90.482,96.506,91.163
86.442,77.671,82.622,94.676
88.532,85.819,90.605,85.628
93.186,93.607,85.677,90.537
93.331,90.714,87.696,90.938
95.263,85.621,89.375,87.540
93.124,93.643,96.235,83.760
88.006,89.766,95.253,93.656
84.922,87.453,83.733,91.140
83.821,90.768,85.825,96.156
87.169,89.197,90.917,85.699
89.254,82.670,85.138,84.560
79.292,89.543,92.676,97.235
98.948,83.453,89.071,89.089
84.963,87.623,90.893,89.476
78.521,91.185,89.045,94.333
94.057,87.796,92.858,91.483
85.438,95.224,96.134,88.647
86.971,89.854,91.472,90.304
94.688,87.724,89.772,88.439
90.615,87.418,91.104,87.531
96.399,82.753,84.069,84.150
81.003,95.304,85.845,101.437
90.322,106.389,90.988,84.064
92.770,86.206,91.630,96.391
86.202,94.400,90.736,85.627
89.654,91.553,88.384,92.003
91.331,92.105,89.456,94.019
95.953,88.708,86.422,93.928
87.313,82.295,88.717,88.176
87.308,92.265,84.890,92.619
89.354,90.824,98.732,85.009
96.011,94.708,91.141,84.550
89.588,83.315,83.525,86.572
91.011,91.889,88.338,80.351
92.019,84.763,91.524,82.165
84.553,91.146,83.797,88.437
92.425,92.447,88.563,90.149
86.339,89.819,97.545,94.129
94.304,79.909,80.781,91.111
91.369,86.390,90.412,94.314
82.573,92.699,95.013,96.852
92.587,93.687,86.837,85.512
98.541,87.237,100.539,90.900
92.713,89.951,92.819,88.064
84.337,87.329,86.458,104.631
84.421,87.735,88.852,98.127
90.484,84.973,86.661,85.944
90.710,88.223,95.237,82.687
86.750,85.076,92.398,88.416
91.788,90.982,90.822,85.291
86.959,87.778,92.914,84.517
88.918,90.201,77.017,93.391
92.184,95.546,94.038,94.456
87.044,92.842,91.219,87.595
90.303,90.389,93.781,85.686
94.062,91.628,79.395,87.856
103.660,89.177,93.635,99.203
91.181,92.064,95.468,91.830
90.578,87.896,88.067,85.680
91.778,87.034,89.234,86.979
84.169,97.158,91.906,87.072
89.774,87.624,93.273,84.610
96.983,88.577,87.217,81.542
91.228,100.361,95.673,85.550
95.513,87.640,81.648,79.166
91.050,85.039,85.107,91.598
94.573,93.081,87.159,93.853
83.658,99.168,97.620,92.953
97.981,92.930,94.443,88.798
94.311,94.378,91.629,93.028
83.384,89.287,92.228,94.345
94.363,76.232,92.724,83.299
76.253,90.566,87.927,86.183
88.319,93.351,92.352,96.575
94.746,93.758,89.948,90.059
85.954,89.980,85.897,98.941
101.859,98.430,87.057,83.870
95.083,87.040,91.590,89.925
96.476,86.135,94.559,85.961
83.211,93.899,88.390,87.563
84.044,96.938,95.496,84.636
92.345,84.203,86.159,91.363
87.712,84.560,93.180,90.463
95.658,94.461,88.283,94.286
85.951,86.572,93.090,86.927
85.773,91.897,91.340,93.978
92.816,91.695,86.195,86.020
95.448,88.604,94.752,85.045
90.942,77.758,88.864,92.390
100.250,94.044,92.059,87.952
95.048,96.344,68.946,94.449
82.618,89.889,91.760,87.484
90.652,84.078,89.068,92.074
94.650,88.762,86.940,88.345
92.301,91.081,88.274,78.086
87.834,90.658,97.276,89.083
83.303,90.066,99.110,95.981
89.365,86.640,97.285,90.301
87.375,89.419,88.043,86.302
90.562,95.754,82.042,83.055
88.544,89.804,85.742,85.473
90.186,89.058,88.899,94.266
86.190,94.346,97.075,87.821
97.175,91.306,80.742,87.021
91.075,88.020,91.814,91.092
88.990,88.173,88.118,89.502
90.656,88.720,88.023,92.641
96.537,92.242,88.779,93.950
89.722,86.011,90.745,86.808
89.610,86.929,86.152,86.713
88.773,85.649,101.959,83.140
87.453,84.177,89.025,85.480
95.328,86.965,98.085,87.975
83.057,89.355,87.941,90.343
87.719,92.831,89.150,97.140
87.911,87.997,86.875,86.794
92.980,97.064,94.557,84.554
88.918,95.581,97.128,89.041
97.460,88.539,86.110,90.337
94.131,90.911,86.587,94.584
86.941,90.617,83.545,88.311
90.848,92.021,89.775,95.791
93.531,86.980,89.860,88.524
90.942,84.264,95.367,101.274
87.849,91.792,81.031,85.233
93.703,95.952,93.462,91.296
95.199,86.664,89.711,87.141
95.642,97.039,99.282,94.069
93.414,88.025,92.371,88.815
94.279,85.896,85.392,88.496
95.195,78.304,89.767,97.445
93.325,96.196,90.109,95.650
87.596,93.475,96.892,85.842
84.745,84.382,85.987,88.384
90.954,89.228,84.628,93.227
80.879,87.733,86.630,96.407
92.754,88.343,85.125,86.771
87.922,85.880,92.025,80.941
84.999,93.731,102.668,91.607
93.676,77.245,83.294,95.323
98.643,85.226,89.835,84.041
87.813,84.052,94.753,93.722
92.500,91.099,89.823,93.421
88.408,88.625,87.257,96.228
91.020,92.587,87.108,81.734
96.155,95.247,89.107,89.549
92.457,92.469,97.787,83.007
87.193,90.333,94.604,86.684
83.154,91.577,99.597,91.979
82.783,96.095,102.378,91.737
93.027,95.145,89.409,94.388
87.910,85.956,77.137,88.139
95.552,91.432,87.004,88.884
90.154,89.959,78.046,92.194
92.359,85.020,81.390,91.625
84.215,84.263,98.042,96.757
89.530,86.843,86.284,90.987
88.049,89.401,98.311,91.150
92.700,90.828,87.482,92.093
93.089,92.995,94.758,87.518
89.477,90.322,90.835,96.615
87.882,91.476,81.384,87.140
93.375,91.076,88.178,86.989
90.565,96.520,85.276,93.519
90.844,87.422,88.098,88.680
92.844,97.366,77.950,85.956
92.656,84.073,91.711,96.240
92.604,87.715,96.173,85.629
86.508,92.273,87.477,95.606
95.060,98.557,86.121,81.599
89.127,93.639,87.277,82.963
104.968,88.967,90.569,85.264
94.589,89.809,94.137,84.485
88.313,92.434,91.083,93.172
91.988,82.274,93.666,97.208
90.554,105.759,94.014,91.638
91.557,85.978,88.814,88.649
90.565,90.591,89.349,96.459
87.898,85.554,94.308,89.035
93.569,84.365,97.767,91.007
93.129,101.488,97.279,97.813
90.401,90.584,94.026,86.987
97.479,98.417,97.315,91.879
88.831,86.414,88.017,88.522
96.551,94.900,94.308,93.841
88.900,92.040,90.957,83.615
90.609,95.442,92.087,92.217
91.423,85.070,91.984,90.516
86.819,94.527,83.164,92.373
92.560,87.107,96.011,95.559
82.536,87.475,95.444,87.942
82.406,90.838,100.013,86.378
88.256,86.504,88.355,83.952
90.976,94.995,86.028,92.926
87.890,94.366,88.223,90.442
88.259,95.003,92.138,92.388
89.025,90.878,90.615,86.896
91.782,92.086,90.703,84.898
95.414,87.934,93.193,89.719
92.803,92.709,88.263,88.339
91.105,89.495,96.093,89.220
104.087,92.127,89.648,77.894
88.985,95.024,84.207,91.481
87.822,99.861,83.481,94.526
96.467,90.434,85.981,95.401
91.808,81.442,96.906,83.809
92.906,94.710,98.670,90.482
84.254,91.888,87.635,82.801
87.628,83.557,90.867,84.791
83.515,93.675,97.001,88.523
83.630,94.609,101.068,94.553
88.030,88.728,90.938,96.062
92.626,93.125,87.099,89.976
89.960,93.370,101.837,91.249
84.515,96.585,77.583,95.008
95.318,87.188,95.494,96.806
94.687,84.381,91.402,91.233
95.308,91.550,89.729,93.670
88.948,88.620,91.721,89.036
88.049,85.133,97.859,84.953
94.834,86.058,90.269,88.031
101.834,87.871,83.971,92.113
90.270,88.086,85.192,85.258
85.470,90.988,86.606,89.932
90.474,92.147,85.430,90.198
90.370,87.861,90.021,98.894
82.842,89.295,87.399,87.001
89.473,97.103,85.825,95.918
94.610,98.503,98.872,92.597
92.345,88.069,97.927,86.371
94.517,92.507,85.622,99.263
92.747,94.053,95.037,87.865
94.238,89.446,87.195,83.303
93.221,90.462,90.603,92.951
95.418,85.050,91.706,77.714
85.235,85.265,85.547,96.502
95.583,93.930,99.595,87.167
86.260,97.636,92.357,93.627
95.386,89.370,93.117,97.351
91.312,98.834,89.654,83.461
79.712,92.952,96.939,88.462
90.566,84.782,92.577,84.686
84.532,87.776,92.749,88.122
90.392,91.267,93.476,98.653
86.260,97.335,89.261,88.845
92.729,91.292,92.946,87.342
76.295,88.528,85.749,93.212
93.124,91.187,87.141,87.749
88.664,78.496,87.788,89.829
83.556,92.766,86.011,85.723
88.853,89.127,88.080,93.330
88.249,90.335,100.287,91.412
91.437,84.342,86.558,88.543
88.886,98.759,91.147,99.801
87.892,80.213,99.075,88.173
87.140,86.325,86.269,88.515
92.303,94.201,85.235,91.836
94.173,98.503,98.422,92.543
86.986,87.938,84.013,84.669
96.995,83.430,92.171,94.449
90.352,85.159,90.729,85.789
85.807,92.837,85.129,91.209
97.328,81.463,94.438,87.652
95.717,90.021,85.479,86.745
86.400,84.306,99.105,94.656
82.563,93.539,80.214,90.027
90.538,102.179,92.984,94.731
88.878,93.456,103.078,93.246
87.600,84.801,86.478,89.395
90.367,83.887,85.587,103.361
98.286,83.706,86.215,89.407
93.288,92.274,94.042,85.854
93.265,90.152,91.436,85.621
89.773,83.223,85.669,80.323
90.475,95.603,92.076,87.398
90.765,95.925,93.835,86.929
96.001,92.219,92.472,94.920
88.755,99.866,95.229,92.209
90.380,90.882,89.051,91.870
84.331,93.544,83.117,85.119
81.618,88.570,89.803,87.860
91.406,94.249,80.246,91.774
90.721,103.858,83.708,90.737
90.611,86.163,87.652,98.056
87.949,95.195,90.409,93.185
97.881,85.851,94.437,88.768
99.127,88.290,78.081,81.042
83.134,95.588,89.476,93.352
91.891,81.999,88.313,80.490
92.576,98.181,96.236,99.508
89.504,87.325,85.871,86.213
98.338,85.429,90.393,87.927
89.053,88.938,88.087,92.837
83.085,92.005,100.576,88.689
88.216,93.516,84.017,85.471
86.300,97.056,87.613,77.524
90.761,88.215,89.626,80.028
91.162,88.951,85.877,83.463
92.976,90.771,91.831,82.511
96.118,93.197,88.465,95.248
93.632,82.746,96.431,95.202
87.027,89.672,87.974,90.220
87.875,89.029,96.712,94.183
94.589,90.584,90.196,93.106
97.915,89.907,99.247,92.231
95.528,101.636,101.581,85.338
83.680,98.206,95.545,89.616
81.892,99.574,96.843,91.511
84.289,90.059,91.286,88.748
93.805,84.904,95.813,78.909
87.325,96.687,96.181,89.034
84.484,90.195,86.824,92.549
97.352,86.024,91.950,88.509
94.310,90.079,91.780,88.208
93.111,88.523,91.168,87.601
90.309,88.650,94.543,89.611
86.115,91.740,92.475,86.013
92.772,98.705,85.418,93.860
91.576,85.744,96.642,91.768
93.377,93.352,85.119,98.202
87.033,87.879,83.828,89.668
87.057,87.657,95.174,95.669
90.649,91.964,88.947,93.666
87.049,88.400,82.417,92.540
79.865,80.745,87.903,92.964
95.859,87.599,93.629,88.465
90.916,86.504,82.578,93.190
86.771,87.416,85.245,90.634
91.200,85.816,86.789,96.564
86.790,89.195,91.067,95.041
92.741,85.570,86.720,90.597
87.583,79.767,85.106,93.401
95.331,87.474,87.843,88.530
97.777,91.364,93.424,84.360
91.955,85.236,91.298,91.801
93.319,87.740,85.964,85.145
91.358,90.105,90.656,86.485
97.229,79.275,92.215,83.428
97.470,85.433,92.399,83.240
84.999,91.644,86.771,95.096
93.983,93.297,96.228,93.276
77.360,97.672,89.175,86.593
91.016,84.359,85.644,92.796
89.955,83.667,90.705,95.370
83.806,102.134,90.412,86.598
96.209,94.249,89.192,94.618
90.762,91.808,74.960,88.089
91.071,86.411,89.007,93.658
91.643,87.739,84.017,94.178
82.187,98.353,85.060,99.732
91.887,85.147,100.957,93.669
85.933,95.561,97.627,91.378
89.651,89.807,93.596,84.629
90.384,92.972,89.351,85.827
94.592,89.599,82.719,89.090
79.295,91.975,84.964,89.932
89.819,89.227,90.488,88.087
99.193,93.639,95.518,84.364
91.751,94.164,88.706,92.532
89.661,80.130,83.690,88.450
89.020,77.448,87.280,84.282
91.990,90.700,89.995,96.051
85.869,93.526,88.268,80.081
85.644,83.122,78.444,85.385
83.975,91.470,95.389,95.427
85.134,86.588,84.948,93.425
87.080,84.798,86.697,89.831
88.506,88.292,101.373,86.716
91.879,89.623,86.588,91.991
95.897,79.555,92.682,86.179
82.979,90.221,89.496,93.625
84.775,106.926,97.977,89.405
90.981,93.314,92.506,88.070
96.559,88.699,82.628,88.912
90.944,82.134,95.856,88.336
94.554,90.836,83.080,87.034
90.051,94.506,95.455,90.058
90.985,84.310,89.389,85.287
88.344,90.287,93.737,93.264
94.445,95.099,104.731,89.393
94.360,87.116,97.002,85.841
88.544,83.414,92.043,87.762
93.162,95.854,91.666,88.313
87.820,83.663,82.746,89.949
101.478,87.274,83.578,97.994
94.662,83.067,96.265,90.195
85.434,96.153,93.068,85.498
89.887,83.682,98.852,82.618
88.064,84.117,87.941,84.695
88.818,92.910,88.522,87.260
87.492,85.489,93.302,91.249
90.969,94.537,82.940,92.869
94.420,89.428,93.484,95.615
89.963,93.901,91.267,96.792
95.330,92.322,80.882,88.639
86.942,81.121,89.459,87.239
77.556,93.387,87.735,92.811
81.625,90.561,87.836,98.010
91.773,88.622,89.584,80.648
91.627,98.590,93.252,93.159
81.743,86.128,90.641,89.182
89.092,99.929,83.759,89.498
86.229,89.223,89.667,78.057
85.814,94.785,92.606,89.563
91.714,96.459,101.381,95.047
91.373,78.767,86.572,88.449
97.138,82.964,90.837,88.196
89.167,89.779,88.234,92.672
85.218,84.351,96.515,87.233
96.343,83.654,95.681,93.069
81.992,82.464,89.821,99.702
84.059,82.256,96.291,86.011
95.467,98.573,89.427,96.625
88.836,87.534,96.225,88.527
92.663,95.082,93.569,93.104
90.772,93.435,89.773,95.005
89.664,85.356,90.831,91.206
89.066,83.334,90.473,82.189
94.854,102.153,92.564,98.883
85.832,90.921,85.758,89.657
84.528,85.508,93.635,87.435
89.354,92.555,96.284,93.827
94.071,101.672,103.061,92.315
91.172,89.157,93.364,98.305
82.578,84.464,89.442,86.839
86.672,87.207,81.766,101.451
95.148,89.441,89.067,90.672
94.304,93.159,93.825,91.286
91.668,92.648,91.793,85.381
97.988,95.271,95.110,89.684
94.955,101.616,92.623,83.671
85.696,82.849,88.447,85.071
83.743,86.786,95.283,97.475
93.445,90.672,88.522,78.246
88.389,94.381,96.452,94.691
83.471,87.289,90.282,86.562
86.931,84.334,98.638,93.941
103.525,89.816,94.811,95.138
84.568,88.178,104.719,83.195
82.185,89.769,99.336,100.924
87.668,85.352,81.284,89.673
85.379,92.601,83.521,86.661
93.116,88.898,88.751,92.712
90.077,82.890,92.725,84.589
92.989,82.791,93.502,91.231
83.026,93.083,84.298,90.626
91.889,88.359,100.124,87.698
95.468,88.405,73.975,93.632
93.798,97.427,86.569,89.009
87.383,92.179,93.164,99.037
98.789,85.107,89.145,102.714
82.560,89.711,98.412,87.758
85.195,82.552,88.041,84.765
84.554,96.039,94.516,92.736
86.430,84.328,91.047,96.646
86.169,91.786,86.972,93.403
97.812,82.214,96.590,90.460
90.953,87.918,93.696,89.732
89.068,92.441,90.333,91.969
91.325,87.517,87.551,96.248
92.308,95.355,79.877,95.232
86.218,97.008,95.168,96.084
92.070,87.401,94.603,91.264
90.639,82.367,89.887,87.214
91.296,96.578,85.071,94.033
85.149,93.173,94.068,86.255
90.575,85.209,90.924,99.569
89.739,81.253,94.224,86.510
96.442,85.152,88.891,86.284
96.742,84.122,96.397,88.368
89.073,96.376,91.906,84.288
95.303,94.251,94.424,92.107
90.783,85.739,92.773,92.740
92.351,96.251,89.798,91.855
95.388,86.561,89.901,95.437
90.796,97.694,89.477,93.273
89.788,84.987,91.137,88.394
90.241,83.874,86.773,84.922
93.136,87.369,98.351,78.916
100.328,85.227,86.264,94.252
88.105,88.060,81.161,87.812
78.123,98.034,91.362,85.455
96.223,83.401,89.520,92.032
85.432,92.752,87.165,81.692
91.595,87.515,89.961,96.122
88.742,88.234,97.099,94.528
91.127,89.876,85.195,90.317
79.454,87.870,91.390,89.339
90.280,83.884,97.508,94.884
89.795,96.520,87.169,85.658
88.758,82.274,105.266,88.864
102.534,87.238,92.671,105.954
90.174,94.518,90.573,90.181
89.506,91.915,95.366,93.457
86.251,90.892,83.408,81.862
94.132,94.547,99.776,84.323
93.117,97.950,84.090,92.156
87.934,88.789,91.553,84.810
90.592,86.351,87.615,83.741
89.547,91.972,96.505,90.565
100.074,87.689,89.515,94.743
93.520,84.819,85.960,87.486
96.180,93.063,95.741,84.715
78.161,84.145,89.989,76.030
94.601,87.655,90.602,92.749
92.987,73.676,92.791,87.473
76.449,90.751,82.076,94.502
101.314,89.754,93.827,86.310
87.390,92.549,93.900,86.231
92.151,90.775,84.237,91.847
84.963,93.942,92.965,93.864
91.471,88.769,73.769,92.453
92.313,87.692,95.181,92.801
82.964,85.870,87.800,82.933
87.125,93.626,82.581,84.751
90.507,92.586,91.978,93.519
82.592,95.195,89.211,89.297
88.224,85.886,92.004,80.552
91.876,94.783,94.739,92.831
84.821,96.467,96.222,85.169
80.083,91.866,79.821,81.415
92.700,85.711,90.262,101.974
94.774,89.057,93.860,93.447
89.127,95.696,90.800,92.384
88.434,86.055,93.567,92.550
84.379,93.687,82.773,87.332
91.673,91.230,89.130,94.985
90.708,87.146,97.282,94.664
91.245,91.412,93.003,79.599
83.488,93.518,92.079,83.123
79.478,99.168,85.022,89.163
94.073,86.689,84.792,86.795
92.352,89.723,82.225,79.776
93.581,97.541,91.280,99.062
90.093,86.249,89.777,99.037
105.023,83.177,92.702,89.650
88.438,94.748,81.666,89.258
89.770,85.201,93.650,104.579
87.118,94.118,96.294,86.900
86.247,89.606,81.982,91.046
91.669,95.591,92.602,84.945
94.824,92.578,91.089,92.926
87.209,81.555,87.541,84.099
86.130,90.446,89.742,88.970
95.865,88.537,95.986,93.949
89.934,95.353,87.121,90.315
81.485,82.860,88.916,91.091
93.134,92.397,86.184,88.830
86.643,91.485,90.379,90.593
93.831,92.651,90.293,88.620
